Speedup Report (T_ref/T_var): ref var = DGZ  ,  ,  ,  ,  ,  , 
Kernel       , DGZ   , DZG   , GDZ   , GZD   , ZDG   , ZGD  
Apps_LTIMES  , 1.000 , 1.101 , 0.464 , 3.434 , 1.273 , 3.859
