Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.686556 , 1.531419 , 3.637836 , 0.491161 , 1.324434 , 0.436998
