Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.217129 , 1.467230 , 0.110386 , 0.531324 , 1.339627 , 0.587533
