Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 2.034261 , 1.696858 , 1.227411 , 0.409064 , 1.554476 , 0.395648
