Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 6.659906 , 0.642397 , 3.549651 , 0.511419 , 0.486779 , 0.383865
