Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.766612 , 1.164870 , 1.239179 , 0.412299 , 1.147816 , 0.412248
