Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.311128 , 0.168611 , 0.495953 , 0.121259 , 0.074001 , 0.107206
