Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.891225 , 0.222524 , 0.199341 , 0.115168 , 0.156728 , 0.110943
