Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.467509 , 0.212576 , 0.185731 , 0.114838 , 0.155799 , 0.110784
