Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.423088 , 0.104056 , 1.753155 , 0.259605 , 0.078404 , 0.200866
