Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 2.095990 , 0.307179 , 1.498327 , 0.269918 , 0.165789 , 0.218911
