Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.920928 , 0.596448 , 0.370484 , 0.207577 , 0.460208 , 0.194411
