Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.112786 , 0.206121 , 1.093594 , 0.274890 , 0.173389 , 0.227944
