Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.909130 , 0.196889 , 2.287356 , 0.210113 , 0.130563 , 0.201368
