Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 0.090292 , 0.389799 , 0.053216 , 0.216094 , 0.388059 , 0.223665
