Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Kernel       , DGZ      , DZG      , GDZ      , GZD      , ZDG      , ZGD     
Apps_LTIMES  , 1.676909 , 0.485430 , 0.948433 , 0.207067 , 0.379979 , 0.191020
